sector,name,rate,market cap
Finance,CME,26.56,67.859111991
Industrials,COHR,64.07,6.251930118
Consumer Staples,COKE,17.57,4.972367067
Finance,COLB,-2.45,2.484430868
Consumer Discretionary,COLM,28.14,5.654203375
Finance,COOP,-45.16,3.318659158
Health Care,CORT,146.47,2.425351211
Consumer Discretionary,COST,17.9,225.183611189
Technology,COUP,30.1,6.043304
Consumer Discretionary,CPRT,56.5,32.578920752
Consumer Discretionary,CROX,86.62,8.117606473
Health Care,CRSP,11.87,3.984388734
Consumer Discretionary,CRTO,-37.69,2.008235294
Technology,CRUS,-6.99,5.720774292
Finance,CRVL,37.94,3.161371396
Telecommunications,CSCO,27.24,208.568392509
Finance,CSGP,59.44,31.542881054
nan,CSIQ,35.28,2.50262789
Finance,CSQ,14.11,2.280037376
Industrials,CSWI,25.55,2.183821416
Industrials,CSX,56.98,65.616176432
Consumer Discretionary,CTAS,34.84,45.129654724
Technology,CTSH,25.53,33.32932
Finance,CVBF,1.95,3.405983605
Consumer Discretionary,CVCO,51.92,2.476226286
Technology,CVLT,1.15,2.777007501
Utilities,CWST,82.36,3.986614716
Technology,CYBR,-9.9,5.949877157
Health Care,CYTK,-29.44,4.325583056
Consumer Discretionary,CZR,85.63,11.329090344
Technology,DIOD,13.24,4.275753842
Consumer Discretionary,DISH,-15.9,7.509496565
Consumer Discretionary,DLTR,40.34,32.744150271
nan,DOOO,74.41,7.005984199
Consumer Discretionary,DORM,-15.15,3.04351736
Technology,DOX,13.73,11.43656592
Industrials,DRS,151.22,3.424064342
nan,DSGX,34.35,6.373224069
Health Care,DXCM,-0.45,44.344835064
Consumer Discretionary,EA,38.25,30.713490752
Consumer Discretionary,EBAY,27.55,26.177874357
Technology,EEFT,16.56,5.464253368
Finance,EFSC,5.74,2.07387451
Technology,ENPH,147.62,27.980605716
Health Care,ENSG,4.16,5.08945665
Technology,ENTG,74.86,12.73947624
Real Estate,EQIX,24.59,66.327619307
Technology,ERIC,15.57,19.180746397
Finance,ERIE,6.61,12.637938197
Finance,ESGR,0.91,3.949261953
Industrials,ESLT,33.23,7.289402169
Consumer Discretionary,ETSY,75.34,16.299260819
Health Care,EVO,101.11,3.521357795
Utilities,EVRG,-5.44,14.254209509
Finance,EWBC,20.8,11.01649568
Health Care,EXAS,286.2,11.279382796
Utilities,EXC,12.5,42.79716438
Health Care,EXEL,113.17,5.668287524
Technology,EXLS,19.92,5.638508114
Consumer Discretionary,EXPD,22.37,17.727793178
Consumer Discretionary,EXPE,7.99,16.708834473
Consumer Discretionary,EXPO,18.98,5.509186124
Telecommunications,EXTR,145.17,2.494512685
Energy,FANG,23.85,24.50079395
Basic Materials,FAST,16.17,30.505346782
Miscellaneous,FCFS,43.45,4.2149924
Finance,FCNCA,13.95,11.0464713
Consumer Discretionary,FELE,13.62,4.465106774
Finance,FFBC,-7.85,2.421620846
Finance,FFIN,-0.77,5.445250936
Technology,FFIV,-8.44,8.830519897
Health Care,FGEN,138.03,2.237132551
Finance,FHB,-13.82,3.445177995
Finance,FIBK,-5.96,3.87793146
Consumer Discretionary,FISV,21.44,73.263189128
Finance,FITB,12.5,25.2511127
Consumer Discretionary,FIVE,70.85,11.683966334
Technology,FIVN,68.78,5.670748839
Consumer Staples,FIZZ,93.0,4.310105517
Technology,FLEX,26.6,10.70415251
Health Care,FOLD,195.52,3.739381238
Technology,FORM,44.93,2.431682502
Consumer Discretionary,FOXF,44.32,5.187485734
Finance,FRME,11.14,2.502323955
nan,FRPT,96.08,3.232230912
Technology,FSLR,109.99,17.513169611
nan,FSV,45.95,6.273956809
Consumer Discretionary,FTAI,45.75,2.450743244
Technology,FTNT,47.24,47.810497075
Finance,FULT,-5.29,2.91119463
Consumer Discretionary,FWONA,4.33,14.754172996
Consumer Discretionary,FWONK,10.51,16.369883541
Consumer Discretionary,FWRD,19.26,2.855467561
Finance,GBDC,-1.58,2.337852766
Technology,GDS,171.14,3.997825501
Technology,GEN,20.41,13.447284049
Health Care,GILD,-0.08,105.69572
Energy,GLNG,30.88,2.39284469
Health Care,GLPG,45.36,2.595894199
Real Estate,GLPI,18.93,13.565991609
Health Care,GMAB,-0.21,26.3846292
Consumer Discretionary,GNTX,4.24,6.720778483
Consumer Discretionary,GOGO,18.83,2.056687369
Technology,GOOG,35.47,1211.41413
Technology,GOOGL,32.82,1208.34045
Industrials,GPRE,-40.36,2.053884683
Health Care,GRFS,45.34,7.006358362
Consumer Discretionary,GT,3.62,3.339530449
Health Care,HALO,102.2,6.764709292
Consumer Discretionary,HAS,15.39,8.198430538
Finance,HBAN,9.61,22.223247754
Health Care,HCM,175.15,2.767281088
Consumer Discretionary,HELE,11.9,2.800378688
Health Care,HOLX,6.77,20.397414571
Industrials,HON,32.3,134.576809558
Health Care,HQY,15.63,5.592153502
Health Care,HSIC,-8.33,11.269425386
Real Estate,HST,4.23,12.112570271
Consumer Discretionary,HTHT,216.08,15.670874754
Finance,HTLF,12.16,2.128041113
Consumer Discretionary,HUBG,12.46,3.215511308
Finance,HWC,13.48,4.37009985
Health Care,HZNP,-11.07,25.107068911
Consumer Discretionary,IAC,91.71,4.662805
Health Care,IART,10.05,4.805635099
Finance,IBKR,60.53,8.921077184
Finance,IBOC,-3.55,2.873384666
Finance,IBTX,8.55,2.515102738
Health Care,ICLR,53.23,18.580016142
Health Care,ICUI,46.81,4.300138544
Telecommunications,IDCC,-13.29,2.20396038
Health Care,IDXX,34.19,41.115306472
Industrials,IEP,-11.81,18.314711321
Health Care,ILMN,70.85,33.320859
Health Care,INCY,-1.4,17.614236422
Finance,INDB,-1.21,3.701047989
Health Care,INSM,148.17,2.792177033
Technology,INTC,28.01,114.22257
Technology,INTU,38.32,113.600593033
Health Care,IONS,4.03,5.48314297
Industrials,IOSP,2.45,5.711274781
Consumer Discretionary,IPAR,31.07,3.76642385
Technology,IPGP,125.09,6.314295171
Consumer Discretionary,IRDM,9.95,8.16550835
Health Care,IRTC,92.0,3.394399277
Health Care,ISEE,-31.59,2.942898004
Health Care,ISRG,75.41,83.71159821
Health Care,ITCI,-3.62,4.736199751
Industrials,ITRI,10.17,2.585988319
Health Care,JAZZ,23.27,9.302014454
Industrials,JBHT,19.96,19.53999405
Consumer Discretionary,JBLU,-0.04,2.791825033
Consumer Discretionary,JD,67.62,83.00281
Consumer Staples,JJSF,12.33,2.740564112
Technology,JKHY,30.71,12.335432863
Consumer Staples,KDP,4.85,50.517684121
Consumer Staples,KHC,-12.01,48.99720656
Technology,KLAC,33.65,53.719070051
Technology,KLIC,50.49,3.035069042
Real Estate,LAMR,7.15,10.954360223
Consumer Staples,LANC,-9.16,5.4149444
Consumer Discretionary,LBRDA,24.12,13.702223897
Consumer Discretionary,LBRDK,21.52,13.654944281
Telecommunications,LBTYA,18.24,9.627224721
Telecommunications,LBTYB,14.94,10.068587459
Telecommunications,LBTYK,14.83,9.852503618
Industrials,LECO,18.29,10.178702536
Technology,LFUS,31.5,6.672866859
Consumer Discretionary,LGIH,163.11,2.661846787
Health Care,LHCG,34.95,5.244887668
Telecommunications,LILA,-7.42,2.006763783
Telecommunications,LILAK,-4.72,2.013286309
Technology,LITE,34.45,3.98396
Health Care,LIVN,76.41,2.991919098
Consumer Discretionary,LKQ,33.26,15.720576117
Utilities,LNT,11.02,13.547648165
Health Care,LNTH,137.29,4.110652295
Consumer Discretionary,LNW,257.5,6.025085244
Technology,LOGI,35.44,9.270380898
Consumer Discretionary,LOPE,53.03,3.66976169
Finance,LPLA,60.63,19.81120727
Technology,LRCX,76.47,66.882481353
Technology,LSCC,-19.62,11.937875308
Industrials,LSTR,21.94,6.595839766
Consumer Discretionary,LSXMA,12.75,11.0540063
Consumer Discretionary,LSXMB,13.79,12.385971619
Consumer Discretionary,LSXMK,13.61,11.047477058
Consumer Discretionary,LULU,19.21,40.850621145
Technology,MANH,-8.03,9.081289546
Consumer Discretionary,MAR,62.12,53.157062351
Health Care,MASI,27.66,8.660028229
Consumer Discretionary,MAT,-43.75,6.783245437
Technology,MCHP,41.6,45.614964343
Health Care,MDGL,510.4,5.41317388
Consumer Staples,MDLZ,-5.44,91.137062856
Health Care,MEDP,3.43,6.410616034
Consumer Discretionary,MELI,100.34,55.368138857
nan,MEOH,40.22,3.332760686
Technology,META,55.25,448.215525058
Utilities,MGEE,-2.5,2.604847541
Consumer Staples,MGPI,60.13,2.147057794
Consumer Discretionary,MGRC,24.6,2.607946317
Industrials,MIDD,5.2,8.356795427
Industrials,MKSI,63.91,6.334104775
Finance,MKTX,35.59,13.367470425
Consumer Discretionary,MLCO,76.69,5.594766505
Health Care,MMSI,66.22,3.982650768
Technology,MMYT,36.62,2.799234384
Consumer Staples,MNST,37.7,54.39500917
Finance,MORN,30.68,10.102192744
Technology,MPWR,39.11,23.65195363
nan,MRCY,67.33,3.135501636
Health Care,MRTX,258.65,2.784901565
Technology,MRVL,58.01,37.660248
Technology,MSFT,37.34,1920.947939726
Technology,MSTR,-33.38,3.395990801
Technology,MTCH,86.84,12.186125405
Technology,MTSI,-25.76,4.806438426
Technology,MU,93.66,64.390328334
Technology,MXL,23.48,2.893122602
Technology,NATI,36.89,6.809149309
Finance,NAVI,-17.99,2.4102
Health Care,NBIX,105.12,10.000712305
Finance,NDAQ,15.09,28.930591336
Industrials,NDSN,29.98,14.078535328
Health Care,NEOG,22.04,4.398739659
Consumer Discretionary,NFLX,57.71,154.962864177
Technology,NICE,34.37,13.936299673
Finance,NMIH,64.35,2.023642825
nan,NOVT,134.34,5.83784765
Technology,NSIT,-4.92,4.546162351
Technology,NTAP,56.23,14.531799995
Technology,NTCT,-2.18,2.126738692
Consumer Discretionary,NTES,59.69,56.379553539
Health Care,NTLA,59.57,3.48143398
Technology,NTNX,36.64,6.528237609
Health Care,NTRA,-20.35,5.44292092
Finance,NTRS,10.95,20.15707188
Health Care,NUVA,-7.38,2.317330084
Health Care,NVCR,158.6,8.893469949
Technology,NVDA,95.42,526.1448
Consumer Discretionary,NVEE,55.47,2.002725283
Technology,NVMI,102.2,2.609926999
Utilities,NWE,2.89,3.49356251
Industrials,NWL,-29.56,6.16264
Consumer Discretionary,NWS,39.42,10.999817627
Consumer Discretionary,NWSA,40.55,10.936501042
Technology,NXPI,20.78,48.836556093
Consumer Discretionary,NXST,22.51,7.547721951
Industrials,ODFL,54.92,39.20329875
Miscellaneous,ODP,-21.24,2.390858502
Technology,OLED,202.96,6.261677996
Consumer Discretionary,OLLI,82.6,3.609862754
Consumer Discretionary,OMAB,25.46,3.789287473
Health Care,OMCL,43.9,2.411537966
Technology,ON,71.87,35.360892867
Finance,ONB,-3.87,5.27518303
Health Care,OPCH,120.14,5.344249323
Consumer Discretionary,ORLY,-11.24,54.434985465
nan,OTEX,13.17,9.514892526
Utilities,OTTR,10.33,2.964956401
Finance,OZK,-8.54,5.574772447
Energy,PAA,-34.87,9.092291559
nan,PAAS,0.45,3.415253501
Health Care,PACB,-36.01,2.573148174
Finance,PACW,-8.49,3.322937655
Energy,PAGP,-35.71,2.603433284
Technology,PANW,17.02,51.182980603
Consumer Discretionary,PARA,-8.11,15.378941797
Consumer Discretionary,PAYX,10.24,41.363536383
Industrials,PCAR,11.79,919.477189402
Real Estate,PCH,20.62,3.814271052
Technology,PCTY,58.62,11.673159675
Energy,PDCE,-28.88,5.799585089
Health Care,PDCO,-10.98,2.79749976
Technology,PEGA,33.33,3.964069856
Consumer Discretionary,PENN,118.01,4.994900813
Consumer Staples,PEP,12.81,242.781861984
Finance,PFG,20.14,22.165805
Utilities,PI,-33.35,3.399898428
Health Care,PINC,-4.47,3.972546436
Consumer Discretionary,PLAY,-2.35,2.061995298
Consumer Discretionary,PLUG,100.0,9.081650879
Technology,PLXS,13.24,2.775234747
Finance,PNFP,-3.75,5.986411858
Health Care,PODD,84.74,20.556816088
Industrials,POOL,25.35,14.705681726
Technology,POWI,11.26,4.710524094
Finance,PPBI,12.34,3.202233312
Consumer Staples,PPC,55.57,5.885722495
Technology,PRFT,9.6,2.564236278
Technology,PRGS,34.91,2.505791041
Health Care,PRTA,-24.08,2.757891156
Finance,PSEC,-17.67,3.059671089
Consumer Discretionary,PSMT,5.07,2.267337959
Technology,PTC,31.13,15.408512719
Health Care,PTCT,55.48,3.406581951
Energy,PTEN,-16.35,3.012548021
Consumer Discretionary,PYPL,83.45,84.468330429
Consumer Discretionary,PZZA,-32.96,3.352288438
Technology,QCOM,-0.31,142.4078
Health Care,QDEL,112.79,6.035885268
Technology,QLYS,87.71,4.504240599
Consumer Discretionary,QRTEB,16.71,2.15567365
Industrials,QRVO,30.21,10.296579767
Health Care,RARE,-29.56,3.414846406
Real Estate,REG,0.94,10.978987203
Health Care,REGN,0.76,81.85639883
Health Care,RGEN,18.97,10.54964341
Industrials,RGLD,29.85,8.004593997
Technology,RMBS,0.92,4.751779662
Finance,RNST,-2.62,2.091527028
Consumer Discretionary,ROST,22.69,39.840282031
Technology,RPD,53.93,2.944025224
Consumer Discretionary,RRR,40.8,2.681939375
Industrials,RUN,5.9,5.372344756
Consumer Discretionary,RUSHA,54.98,3.274415311
Consumer Discretionary,RUSHB,55.49,3.413752133
Health Care,RVNC,73.55,2.7792016
Consumer Discretionary,RYAAY,32.11,21.468380954
Health Care,SAGE,228.26,2.708153406
Industrials,SAIA,59.24,7.485172284
Technology,SANM,-8.01,3.707462521
Real Estate,SBAC,52.21,30.364227907
Finance,SBCF,10.62,2.692948559
Consumer Discretionary,SBLK,108.27,2.220122732
Finance,SBNY,-7.3,7.822695661
Real Estate,SBRA,-22.46,3.00731541
Consumer Discretionary,SBUX,4.12,123.09003
Technology,SEDG,188.26,17.122933556
Finance,SEIC,43.02,8.2375468
Consumer Discretionary,SFM,27.81,3.497365609
Finance,SFNC,-8.62,2.87887718
Health Care,SGEN,5.91,30.358875819
Health Care,SGRY,-13.87,4.291129325
Consumer Discretionary,SHOO,31.83,2.723585331
Finance,SIGI,32.37,6.1732658
Technology,SIMO,23.14,2.300965824
Consumer Discretionary,SIRI,17.34,17.896302033
Finance,SIVB,37.92,17.324935624
Technology,SLAB,37.52,5.720154143
Finance,SLM,-0.09,3.506999
Technology,SMCI,-24.6,4.933545793
Technology,SMTC,9.26,2.034508423
Finance,SNEX,5.44,2.141888095
Technology,SNPS,44.9,54.024274413
Health Care,SNY,5.61,119.045369825
Technology,SPLK,65.01,17.1885
Technology,SPSC,-29.87,5.473294688
Technology,SPWR,30.95,2.837433088
Utilities,SRCL,-9.6,5.156785211
Health Care,SRPT,108.63,10.935075492
Finance,SSB,0.06,6.228971444
Technology,SSNC,40.67,15.55297378
nan,SSRM,-5.8,2.894577548
Health Care,STAA,48.6,3.386010442
Industrials,STLD,23.89,21.941158983
Consumer Discretionary,STRA,11.33,2.302800974
Technology,STX,8.35,14.507556285
Health Care,SUPN,55.88,2.124484823
Technology,SWKS,30.98,18.414773214
Technology,SYNA,-26.27,4.80785855
Health Care,SYNH,-14.95,4.060592787
Finance,TBBK,23.7,2.069426539
Finance,TCBI,15.9,3.189822738
Consumer Discretionary,TCOM,13.78,23.404782129
Technology,TEAM,91.3,43.199797739
Health Care,TECH,28.12,11.946624192
Industrials,TER,74.07,16.393334367
Finance,TFSL,-22.33,4.047926082
Health Care,TGTX,96.63,2.621969085
Consumer Discretionary,THRM,-5.6,2.429766524
Telecommunications,TMUS,9.81,182.114867479
Health Care,TNDM,-87.9,2.678687383
Finance,TOWN,-7.42,2.297547685
nan,TRIP,-26.82,3.083139144
Industrials,TRMB,35.65,13.7448
Finance,TROW,35.92,26.631139
Health Care,TRUP,84.45,2.372887278
Consumer Discretionary,TSCO,-0.29,26.400715555
Technology,TSEM,80.06,4.473165238
Consumer Discretionary,TSLA,47.72,659.114233645
Technology,TTD,72.34,29.517520958
Technology,TTEC,32.24,2.346809498
Consumer Discretionary,TTEK,12.87,7.645934867
Technology,TTWO,129.34,18.977571258
Consumer Staples,TWNK,17.54,3.031195726
Technology,TXN,43.48,158.875999979
Consumer Discretionary,TXRH,12.57,6.980546824
Consumer Discretionary,UAL,-5.18,16.225428253
Finance,UBSI,-24.4,5.609439429
Finance,UCBI,-5.66,3.830977831
Basic Materials,UFPI,8.05,5.353834466
nan,ULTA,-10.54,26.96680863
Finance,UMBF,-5.87,4.429439765
Finance,UMPQ,10.8,4.074090854
Consumer Discretionary,URBN,25.4,2.620556573
Health Care,UTHR,5.52,11.656761755
Consumer Discretionary,VC,55.13,4.591214597
Technology,VIAV,7.18,2.504021372
Technology,VICR,37.34,2.699734588
Finance,VIRT,14.33,3.693069603
Finance,VLY,-3.68,6.21827859
Energy,VNOM,45.23,2.227779784
Telecommunications,VOD,29.01,33.580569376
Technology,VRNS,79.82,2.941149434
Technology,VRNT,15.31,2.527946944
Consumer Discretionary,VRSK,17.84,27.700997584
Technology,VRSN,41.6,21.555963
Health Care,VRTX,104.18,75.497472564
Technology,VSAT,14.44,2.592871566
Health Care,VTRS,10.23,14.176282951
Finance,WAFD,-0.44,2.413171819
Technology,WB,172.37,5.031671017
Consumer Staples,WBA,-9.66,31.705630645
Telecommunications,WBD,-17.35,37.470150511
Technology,WDAY,51.21,47.7506
Technology,WDC,17.21,13.27765192
Industrials,WDFC,-0.51,2.388563501
Consumer Discretionary,WEN,21.61,4.878317888
Industrials,WERN,40.43,2.976538981
Consumer Discretionary,WING,32.72,5.190192766
Industrials,WIRE,10.27,3.661362394
Technology,WIX,29.03,5.020380935
Finance,WSBC,-5.52,2.225881009
Consumer Discretionary,WSC,30.81,10.8309367
Finance,WSFS,3.22,3.1329702
Finance,WTFC,13.78,5.6258775
Finance,WTW,19.27,25.716540524
Industrials,WWD,10.72,6.052885177
Consumer Discretionary,WYNN,87.86,12.352314555
Utilities,XEL,17.7,37.218370213
Health Care,XENE,-63.38,2.397937688
Health Care,XNCR,-9.27,2.121909407
Health Care,XRAY,14.53,7.702441994
Technology,XRX,6.57,2.61244737
Technology,YY,207.88,2.354820888
Consumer Discretionary,Z,14.13,10.754033953
Technology,ZBRA,20.24,16.654740239
Consumer Discretionary,ZD,-9.17,3.906989584
Consumer Discretionary,ZG,13.16,10.536094281
Finance,ZION,17.42,7.64578952
