sector,name,rate,market cap
Consumer Discretionary,FWRD,-2.21,2.855467561
Consumer Discretionary,FYBR,-5.97,6.85766196
Finance,GBDC,-6.69,2.337852766
Technology,GDRX,-17.98,2.095843439
Technology,GDS,23.25,3.997825501
Technology,GEN,-8.54,13.447284049
Technology,GFS,-33.22,36.607132633
Health Care,GH,12.96,2.914309008
Health Care,GILD,-3.72,105.69572
Technology,GLBE,18.63,4.122971852
Energy,GLNG,-17.52,2.39284469
Health Care,GLPG,2.79,2.595894199
Real Estate,GLPI,-0.15,13.565991609
Health Care,GMAB,11.32,26.3846292
Consumer Discretionary,GNTX,-6.92,6.720778483
Consumer Discretionary,GO,14.02,2.883348878
Consumer Discretionary,GOGO,-21.73,2.056687369
Technology,GOOG,-4.43,1211.41413
Technology,GOOGL,-4.53,1208.34045
Industrials,GPRE,-16.8,2.053884683
Consumer Discretionary,GRAB,-8.81,13.402621012
Health Care,GRFS,-0.79,7.006358362
Consumer Discretionary,GT,-16.53,3.339530449
Technology,GTLB,41.79,6.803865
Health Care,HALO,-2.03,6.764709292
Consumer Discretionary,HAS,-9.06,8.198430538
Finance,HBAN,-10.96,22.223247754
Health Care,HCM,44.0,2.767281088
Technology,HCP,-15.84,5.768744181
Consumer Discretionary,HELE,-7.87,2.800378688
Finance,HLNE,0.0,3.065453942
Health Care,HOLX,-6.04,20.397414571
Industrials,HON,-8.75,134.576809558
Technology,HOOD,-12.7,9.23997876
Energy,HPK,-26.81,3.06105447
Health Care,HQY,-7.24,5.592153502
Health Care,HRMY,21.52,2.922575886
Health Care,HSIC,-8.51,11.269425386
Real Estate,HST,-23.1,12.112570271
Consumer Discretionary,HTHT,20.96,15.670874754
Finance,HTLF,-3.22,2.128041113
Consumer Discretionary,HTZ,-15.98,6.27406906
Consumer Discretionary,HUBG,-1.79,3.215511308
Finance,HWC,-8.57,4.37009985
Health Care,HZNP,-9.67,25.107068911
Consumer Discretionary,IAC,-12.17,4.662805
Health Care,IART,-9.61,4.805635099
Finance,IBKR,-7.05,8.921077184
Finance,IBOC,-2.44,2.873384666
Finance,IBTX,-5.18,2.515102738
Health Care,ICLR,-2.76,18.580016142
Health Care,ICUI,-6.46,4.300138544
Telecommunications,IDCC,-7.1,2.20396038
Health Care,IDXX,-3.03,41.115306472
Industrials,IEP,-5.42,18.314711321
Health Care,ILMN,-18.78,33.320859
Health Care,IMCR,28.18,3.001724731
Health Care,INCY,3.59,17.614236422
Finance,INDB,-1.13,3.701047989
Health Care,INMD,-11.93,3.075285347
Health Care,INSM,16.51,2.792177033
Technology,INTA,-26.87,2.484407802
Technology,INTC,-17.62,114.22257
Technology,INTU,-4.91,113.600593033
Health Care,IONS,5.99,5.48314297
Industrials,IOSP,-6.5,5.711274781
Consumer Discretionary,IPAR,1.25,3.76642385
Technology,IPGP,-11.08,6.314295171
Technology,IQ,8.71,6.576914757
Consumer Discretionary,IRDM,2.83,8.16550835
Health Care,IRTC,-18.65,3.394399277
Health Care,ISEE,-9.0,2.942898004
Health Care,ISRG,-4.76,83.71159821
Health Care,ITCI,-0.16,4.736199751
Industrials,ITRI,-4.9,2.585988319
Technology,JAMF,3.67,2.513931749
Health Care,JAZZ,7.48,9.302014454
Industrials,JBHT,-7.54,19.53999405
Consumer Discretionary,JBLU,-16.7,2.791825033
Consumer Discretionary,JD,18.21,83.00281
Consumer Staples,JJSF,12.2,2.740564112
Technology,JKHY,-1.0,12.335432863
Consumer Staples,KDP,4.13,50.517684121
Consumer Staples,KHC,3.73,48.99720656
Technology,KLAC,-17.01,53.719070051
Technology,KLIC,-26.34,3.035069042
Health Care,KRTX,23.74,6.782524924
Health Care,KRYS,16.05,2.014753378
Real Estate,LAMR,-8.76,10.954360223
Consumer Staples,LANC,9.8,5.4149444
Consumer Discretionary,LAZR,-38.24,2.452243073
Consumer Discretionary,LBRDA,-0.54,13.702223897
Consumer Discretionary,LBRDK,-2.65,13.654944281
Telecommunications,LBTYA,-10.4,9.627224721
Telecommunications,LBTYB,-6.24,10.068587459
Telecommunications,LBTYK,-10.06,9.852503618
Consumer Discretionary,LCID,-12.82,19.983430519
Industrials,LECO,-8.49,10.178702536
Health Care,LEGN,30.93,8.371813628
Miscellaneous,LESL,-21.85,2.49043577
Health Care,LFST,-19.85,2.049125913
Technology,LFUS,-7.89,6.672866859
Consumer Discretionary,LGIH,-4.4,2.661846787
Health Care,LHCG,-6.61,5.244887668
Consumer Discretionary,LI,48.08,23.457079306
Technology,LIFW,69.6,3.802621651
Telecommunications,LILA,-13.2,2.006763783
Telecommunications,LILAK,-13.23,2.013286309
Technology,LITE,-10.35,3.98396
Health Care,LIVN,-6.71,2.991919098
Consumer Discretionary,LKQ,-2.0,15.720576117
Utilities,LNT,-4.94,13.547648165
Health Care,LNTH,-7.65,4.110652295
Consumer Discretionary,LNW,-9.13,6.025085244
Technology,LOGI,-14.22,9.270380898
Consumer Discretionary,LOPE,8.23,3.66976169
Finance,LPLA,-5.63,19.81120727
Technology,LRCX,-21.94,66.882481353
Technology,LSCC,-12.4,11.937875308
Industrials,LSTR,-1.96,6.595839766
Consumer Discretionary,LSXMA,-10.5,11.0540063
Consumer Discretionary,LSXMB,0.51,12.385971619
Consumer Discretionary,LSXMK,-10.17,11.047477058
Consumer Discretionary,LULU,-9.17,40.850621145
nan,LUNR,0.31,3.611362933
Technology,LYFT,-20.98,4.175348265
Technology,MANH,-3.67,9.081289546
Consumer Discretionary,MAR,-18.41,53.157062351
Health Care,MASI,-0.72,8.660028229
Consumer Discretionary,MAT,-9.77,6.783245437
Technology,MCHP,-21.08,45.614964343
Technology,MDB,11.25,14.766874029
Health Care,MDGL,11.4,5.41317388
Consumer Staples,MDLZ,0.68,91.137062856
Health Care,MEDP,4.64,6.410616034
Consumer Discretionary,MELI,-13.42,55.368138857
nan,MEOH,-23.85,3.332760686
Technology,META,-15.17,448.215525058
Utilities,MGEE,0.64,2.604847541
Consumer Staples,MGPI,6.25,2.147057794
Consumer Discretionary,MGRC,-4.52,2.607946317
Industrials,MIDD,-14.11,8.356795427
Industrials,MKSI,-20.79,6.334104775
Finance,MKTX,-6.91,13.367470425
Consumer Discretionary,MLCO,8.86,5.594766505
Health Care,MMSI,-10.17,3.982650768
Technology,MMYT,-3.82,2.799234384
Technology,MNDY,-1.84,6.903011355
Consumer Staples,MNST,7.43,54.39500917
Finance,MORN,-2.58,10.102192744
Technology,MPWR,-18.58,23.65195363
Technology,MQ,-19.18,3.237909533
nan,MRCY,3.11,3.135501636
Health Care,MRNA,4.57,64.004466135
Health Care,MRTX,78.26,2.784901565
Technology,MRVL,-26.69,37.660248
Technology,MSFT,-4.71,1920.947939726
Technology,MSTR,-29.97,3.395990801
Technology,MTCH,-9.78,12.186125405
Technology,MTSI,-18.62,4.806438426
Technology,MU,-27.06,64.390328334
Technology,MXL,-20.71,2.893122602
Health Care,NARI,8.13,3.0045596
Technology,NATI,-9.4,6.809149309
Finance,NAVI,-8.38,2.4102
Health Care,NBIX,7.01,10.000712305
Technology,NCNO,0.66,3.175587358
Finance,NDAQ,2.18,28.930591336
Industrials,NDSN,-5.9,14.078535328
Health Care,NEOG,-7.6,4.398739659
Utilities,NFE,-13.59,7.843492206
Consumer Discretionary,NFLX,-6.72,154.962864177
Technology,NICE,-2.4,13.936299673
Finance,NMIH,-9.08,2.023642825
nan,NOVT,-1.47,5.83784765
Technology,NSIT,-12.38,4.546162351
Technology,NTAP,-13.42,14.531799995
Technology,NTCT,-3.42,2.126738692
Consumer Discretionary,NTES,-7.24,56.379553539
Health Care,NTLA,26.01,3.48143398
Technology,NTNX,-7.0,6.528237609
Health Care,NTRA,4.15,5.44292092
Finance,NTRS,-10.15,20.15707188
Health Care,NUVA,-10.09,2.317330084
Health Care,NVCR,-8.43,8.893469949
Technology,NVDA,-20.73,526.1448
Consumer Discretionary,NVEE,-6.1,2.002725283
nan,NVEI,-28.03,4.697248771
Technology,NVMI,-21.87,2.609926999
Utilities,NWE,-0.9,3.49356251
Industrials,NWL,-9.21,6.16264
Consumer Discretionary,NWS,-7.36,10.999817627
Consumer Discretionary,NWSA,-8.48,10.936501042
nan,NWTN,-0.44,3.313379827
Technology,NXPI,-20.85,48.836556093
Consumer Discretionary,NXST,-3.92,7.547721951
Industrials,ODFL,1.39,39.20329875
Miscellaneous,ODP,-18.61,2.390858502
Technology,OKTA,13.68,11.855156116
Technology,OLED,-18.74,6.261677996
Industrials,OLK,36.68,2.64397822
Consumer Discretionary,OLLI,34.05,3.609862754
Miscellaneous,OLPX,-7.92,3.564005524
Consumer Discretionary,OMAB,-10.41,3.789287473
Health Care,OMCL,5.98,2.411537966
Technology,ON,-20.97,35.360892867
Finance,ONB,-4.74,5.27518303
Health Care,ONEM,6.43,3.271649472
Health Care,OPCH,-3.42,5.344249323
Consumer Discretionary,ORLY,1.84,54.434985465
nan,OTEX,-4.99,9.514892526
Utilities,OTTR,4.53,2.964956401
Finance,OZK,-7.68,5.574772447
Energy,PAA,-13.75,9.092291559
nan,PAAS,-9.37,3.415253501
Health Care,PACB,-12.87,2.573148174
Finance,PACW,-13.21,3.322937655
Energy,PAGP,-14.18,2.603433284
Technology,PANW,1.3,51.182980603
Consumer Discretionary,PARA,-22.07,15.378941797
Consumer Discretionary,PARAA,-19.91,17.521217353
Finance,PAX,-16.92,2.443402638
Consumer Discretionary,PAYX,-4.83,41.363536383
Industrials,PCAR,-6.38,919.477189402
Real Estate,PCH,-13.1,3.814271052
Technology,PCTY,1.58,11.673159675
Health Care,PCVX,-4.45,3.492504267
Energy,PDCE,-25.68,5.799585089
Health Care,PDCO,-1.07,2.79749976
Consumer Discretionary,PDD,32.29,118.118909198
Real Estate,PECO,1.4,4.01039424
Technology,PEGA,-1.59,3.964069856
Consumer Discretionary,PENN,-1.32,4.994900813
Consumer Staples,PEP,1.74,242.781861984
Finance,PFG,-5.35,22.165805
Health Care,PGNY,-0.47,3.121805764
Utilities,PI,18.12,3.399898428
Health Care,PINC,-1.5,3.972546436
Consumer Discretionary,PLAY,-11.17,2.061995298
Technology,PLTK,-3.75,3.571520573
Consumer Discretionary,PLUG,-4.13,9.081650879
Technology,PLXS,-6.64,2.775234747
Finance,PNFP,-7.73,5.986411858
Health Care,PODD,9.2,20.556816088
Industrials,POOL,-10.46,14.705681726
Technology,POWI,-16.36,4.710524094
Finance,PPBI,-6.09,3.202233312
Consumer Staples,PPC,-4.61,5.885722495
Technology,PRFT,-8.51,2.564236278
Technology,PRGS,-8.53,2.505791041
Health Care,PROK,-0.41,2.691941985
Health Care,PRTA,5.17,2.757891156
Technology,PRVA,25.87,3.209503172
Finance,PSEC,-6.88,3.059671089
Consumer Discretionary,PSMT,-5.86,2.267337959
Consumer Discretionary,PSNY,-6.66,11.348456583
Technology,PTC,-8.09,15.408512719
Health Care,PTCT,43.91,3.406581951
Energy,PTEN,-19.9,3.012548021
Consumer Discretionary,PTON,-29.44,4.705875414
Consumer Discretionary,PTVE,-7.31,2.010952631
Technology,PYCR,4.47,4.64737908
Consumer Discretionary,PYPL,-13.43,84.468330429
Consumer Discretionary,PZZA,-2.37,3.352288438
Technology,QCOM,-11.78,142.4078
Health Care,QDEL,4.71,6.035885268
Finance,QFIN,15.41,3.341995517
Technology,QLYS,0.14,4.504240599
Consumer Discretionary,QRTEB,-14.41,2.15567365
Industrials,QRVO,-15.62,10.296579767
Health Care,RARE,35.78,3.414846406
Consumer Discretionary,RCM,4.52,5.868637989
Real Estate,REG,-10.32,10.978987203
Health Care,REGN,-9.64,81.85639883
Technology,RELY,-28.81,2.007006323
Industrials,REYN,1.63,5.907633823
Health Care,RGEN,-0.11,10.54964341
Industrials,RGLD,-3.66,8.004593997
Consumer Discretionary,RIVN,-15.04,18.621726377
Industrials,RKLB,-19.32,2.323692808
Health Care,RLAY,12.08,2.230510923
Technology,RMBS,-18.55,4.751779662
Finance,RNST,-3.36,2.091527028
Utilities,RNW,-4.2,2.173668922
Health Care,ROIV,9.41,6.537643757
Telecommunications,ROKU,-7.56,9.966126565
Consumer Discretionary,ROST,-13.65,39.840282031
Technology,RPD,-2.7,2.944025224
Health Care,RPRX,5.04,16.769402575
Consumer Discretionary,RRR,-12.9,2.681939375
Technology,RUM,-7.41,2.584743587
Industrials,RUN,-3.33,5.372344756
Consumer Discretionary,RUSHA,-4.95,3.274415311
Consumer Discretionary,RUSHB,2.02,3.413752133
Health Care,RVMD,26.45,2.272156546
Health Care,RVNC,9.22,2.7792016
Health Care,RXDX,14.95,5.778886111
Consumer Discretionary,RYAAY,-19.89,21.468380954
Health Care,SAGE,-5.72,2.708153406
Industrials,SAIA,-4.63,7.485172284
Technology,SANM,-6.96,3.707462521
Real Estate,SBAC,-0.19,30.364227907
Finance,SBCF,-1.12,2.692948559
Consumer Discretionary,SBLK,-29.73,2.220122732
Finance,SBNY,-13.08,7.822695661
Real Estate,SBRA,2.51,3.00731541
Consumer Discretionary,SBUX,3.91,123.09003
Technology,SEDG,1.4,17.122933556
Finance,SEIC,-5.78,8.2375468
Consumer Discretionary,SFM,-3.78,3.497365609
Finance,SFNC,-14.99,2.87887718
Health Care,SGEN,34.25,30.358875819
Industrials,SGML,-2.89,3.05118
Health Care,SGRY,-17.01,4.291129325
Health Care,SHC,-7.14,5.078042982
Technology,SHLS,9.04,2.976650489
Consumer Discretionary,SHOO,-15.3,2.723585331
Finance,SIGI,12.21,6.1732658
Health Care,SILK,19.01,2.054805391
Technology,SIMO,-8.96,2.300965824
Consumer Discretionary,SIRI,-1.58,17.896302033
Technology,SITM,-30.96,2.602754207
Finance,SIVB,-15.6,17.324935624
Technology,SLAB,-13.44,5.720154143
Finance,SLM,-13.13,3.506999
Technology,SMCI,-24.31,4.933545793
Consumer Staples,SMPL,-1.65,3.754803813
Technology,SMTC,-19.28,2.034508423
Finance,SNEX,6.03,2.141888095
Technology,SNPS,-4.93,54.024274413
Health Care,SNY,-4.13,119.045369825
Finance,SOFI,-23.26,5.369771446
Consumer Discretionary,SONO,-18.36,2.625913327
Technology,SPLK,-10.36,17.1885
Technology,SPSC,0.99,5.473294688
Technology,SPT,12.77,3.344588588
Technology,SPWR,-11.18,2.837433088
Technology,SRAD,-17.82,3.689583419
Utilities,SRCL,-9.61,5.156785211
Health Care,SRPT,4.28,10.935075492
Finance,SSB,-1.98,6.228971444
Technology,SSNC,-8.69,15.55297378
nan,SSRM,-12.81,2.894577548
Health Care,STAA,10.72,3.386010442
Industrials,STLD,-21.13,21.941158983
Technology,STNE,-20.06,2.904172429
Consumer Discretionary,STRA,7.0,2.302800974
Technology,STX,-17.44,14.507556285
Health Care,SUPN,4.9,2.124484823
Health Care,SWAV,25.15,7.205688756
Technology,SWKS,-15.06,18.414773214
Technology,SYNA,-21.44,4.80785855
Health Care,SYNH,-0.82,4.060592787
Finance,TBBK,-0.3,2.069426539
Finance,TCBI,-4.03,3.189822738
Consumer Discretionary,TCOM,27.59,23.404782129
Technology,TEAM,10.19,43.199797739
Health Care,TECH,-1.88,11.946624192
Technology,TENB,-8.52,4.9518528
Industrials,TER,-19.54,16.393334367
Finance,TFSL,-7.99,4.047926082
Health Care,TGTX,16.88,2.621969085
Consumer Discretionary,THRM,-7.92,2.429766524
Telecommunications,TIGO,-9.67,3.3562796
Health Care,TMDX,13.69,2.110190942
Telecommunications,TMUS,1.67,182.114867479
Health Care,TNDM,-5.88,2.678687383
Finance,TOWN,-4.99,2.297547685
Finance,TPG,-15.23,2.672767156
nan,TRIP,-23.77,3.083139144
Industrials,TRMB,-13.76,13.7448
Consumer Discretionary,TRMD,-8.93,2.623764592
Finance,TROW,-6.93,26.631139
Health Care,TRUP,-6.46,2.372887278
Consumer Discretionary,TSCO,2.96,26.400715555
Technology,TSEM,-4.45,4.473165238
Consumer Discretionary,TSLA,-7.91,659.114233645
Technology,TTD,-19.2,29.517520958
Technology,TTEC,1.82,2.346809498
Consumer Discretionary,TTEK,2.72,7.645934867
Technology,TTWO,0.18,18.977571258
Finance,TW,2.05,15.095331782
Technology,TWKS,-14.82,3.082271725
Consumer Staples,TWNK,2.67,3.031195726
Health Care,TXG,1.56,5.907462319
Technology,TXN,-14.84,158.875999979
Consumer Discretionary,TXRH,-0.92,6.980546824
Consumer Discretionary,UAL,-19.89,16.225428253
Finance,UBSI,-3.91,5.609439429
Finance,UCBI,-0.77,3.830977831
Basic Materials,UFPI,-11.2,5.353834466
Consumer Discretionary,ULCC,-0.1,2.434600771
nan,ULTA,-6.01,26.96680863
Finance,UMBF,-4.73,4.429439765
Finance,UMPQ,0.0,4.074090854
Consumer Discretionary,URBN,-13.21,2.620556573
Health Care,UTHR,2.9,11.656761755
Consumer Discretionary,VC,-7.64,4.591214597
Finance,VCTR,-11.97,2.257425155
Technology,VERX,-1.61,2.309113815
Technology,VIAV,-10.28,2.504021372
Technology,VICR,-20.79,2.699734588
Health Care,VIR,1.37,3.426396085
Finance,VIRT,-10.4,3.693069603
Finance,VLY,-15.89,6.21827859
Energy,VNOM,-19.28,2.227779784
Telecommunications,VOD,-5.45,33.580569376
Technology,VRNS,-6.03,2.941149434
Technology,VRNT,-18.21,2.527946944
Consumer Discretionary,VRRM,-3.73,2.381525
